,Order,Family,Genus,species,tree.name,female2n,male2n,B.chromosomes,sex.chromosome.system,notes..comments,hapauto,codedSCS,Source,Study
1344,Rodentia,Muridae,Mastomys,awashensis,Mastomys_awashensis,32,32,,XY,,15,unfused,Animal Karyotype Book,Volobouev et al. 2002a
1346,Rodentia,Muridae,Mastomys,huberti,Mastomys_huberti,32,32,,XY,,15,unfused,Animal Karyotype Book,Volobouev et al. 2002a
1348,Rodentia,Muridae,Mastomys,natalensis,Mastomys_natalensis,32,32,,XY,,15,unfused,Animal Karyotype Book,Volobouev et al. 2002a
1411,Rodentia,Nesomyidae,Mystromys,albicaudatus,Mystromys_albicaudatus,32,32,,XY,,15,unfused,Blackmon,
1427,Rodentia,Sciuridae,Ammospermophilus,harrisii,Ammospermophilus_harrisii,32,32,,XY,,15,unfused,Blackmon,
1448,Rodentia,Sciuridae,Spermophilus,undulatus,Spermophilus_undulatus,32,32,,XY,,15,unfused,Animal Karyotype Book,Graphodatsky and Sablina (Unpublished)
1,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,Amblysomus_hottentotus,30,30,,XY,,14,unfused,Animal Karyotype Book,Bronner 1995a
12,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus longiceps,Amblysomus_hottentotus longiceps,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al 2008
13,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus meesteri,Amblysomus_hottentotus meesteri,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al 2008
14,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus pondoliae,Amblysomus_hottentotus pondoliae,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al 2008
4,Afrosoricida,Chrysochloridae,Chlorotalpa,duthieae,Chlorotalpa_duthieae,30,30,,XY,,14,unfused,Animal Karyotype Book,Bronner 1995a
5,Afrosoricida,Chrysochloridae,Chlorotalpa,sclateri,Chlorotalpa_sclateri,30,30,,XY,,14,unfused,Animal Karyotype Book,Bronner 1995a
9,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,Chrysochloris_asiatica,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Robinson et al. 2004
15,Afrosoricida,Chrysochloridae,Chrysospalax,trevelyani,Chrysospalax_trevelyani,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al. 2006
10,Afrosoricida,Chrysochloridae,Cryptochloris,zyli,Cryptochloris_zyli,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al. 2006
18,Afrosoricida,Chrysochloridae,Neamblysomus,julianae,Neamblysomus_julianae,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al 2008
7,Afrosoricida,Tenrecidae,Microgale,dobsoni,Microgale_dobsoni,30,30,,XY,,14,unfused,Blackmon,
26,Afrosoricida,Tenrecidae,Microgale,longicaudata,Microgale_longicaudata,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al. 2007
28,Afrosoricida,Tenrecidae,Microgale,majori,Microgale_majori,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al. 2007
27,Afrosoricida,Tenrecidae,Microgale,principula,Microgale_principula,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al. 2007
3,Afrosoricida,Chrysochloridae,Neamblysomus,julianae,Neamblysomus_julianae,30,30,,XY,,14,unfused,Atlas of Mammalian Chromosomes,Gilbert et al. 2008
136,Artiodactyla,Bovidae,Raphicerus,campestris,Raphicerus_campestris,30,30,,XY,,14,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
147,Artiodactyla,Bovidae,Tragelaphus,spekii,Tragelaphus_spekii,30,30,,XY,,14,unfused,Blackmon,Rubes et al. 2008
211,Artiodactyla,Giraffidae,Giraffa,camelopardalis tippelskirchi,Giraffa_camelopardalis tippelskirchi,30,30,,XY,,14,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
212,Artiodactyla,Giraffidae,Giraffa,camelopardis,Giraffa_camelopardis,30,30,,XY,,14,unfused,Blackmon,Huang et al. 2008
240,Artiodactyla,Tayassuidae,Tayassu,tajacu,Tayassu_tajacu,30,30,,XY,,14,unfused,Blackmon,Benirschke and Kumamoto 1989
348,Carnivora,Mustelidae,Mustela,vison,Mustela_vison,30,30,,XY,,14,unfused,Blackmon,Serov (1998)
424,Chiroptera,Hipposideridae,Aselliscus,stoliczkanus,Aselliscus_stoliczkanus,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Ao et al. 2007
451,Chiroptera,Phyllostomidae,Anoura,caudifera,Anoura_caudifera,30,30,,XY,,14,unfused,Animal Karyotype Book,Varella-Garcia et al. 1989
452,Chiroptera,Phyllostomidae,Anoura,cultrata,Anoura_cultrata,30,30,,XY,,14,unfused,Animal Karyotype Book,Baker et al. 1979
478,Chiroptera,Phyllostomidae,Ectophylla,alba,Ectophylla_alba,30,30,,XY,,14,unfused,Animal Karyotype Book,Baker et al. 1979
490,Chiroptera,Phyllostomidae,Lonchophylla,thomasi,Lonchophylla_thomasi,30,30,,XY,,14,unfused,Animal Karyotype Book,Baker et al. 1979
496,Chiroptera,Phyllostomidae,Micronycteris,hirsuta,Micronycteris_hirsuta,30,30,,XY,,14,unfused,Animal Karyotype Book,Baker et al. 1979
508,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,Phyllostomus_hastatus,30,30,,XY,,14,unfused,Animal Karyotype Book,Varella-Garcia et al. 1989
513,Chiroptera,Phyllostomidae,Platyrrhinus,incarum,Platyrrhinus_incarum,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gomes et al. 2016
512,Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,Platyrrhinus_lineatus,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Varella-Garcia et al. 1989
510,Chiroptera,Phyllostomidae,Platyrrhinus,vittatus,Platyrrhinus_vittatus,30,30,,XY,,14,unfused,Animal Karyotype Book,Baker et al. 1979
511,Chiroptera,Phyllostomidae,Platyrrhinus,vittatus lineatus,Platyrrhinus_vittatus lineatus,30,30,,XY,,14,unfused,Animal Karyotype Book,Varella-Garcia et al. 1989
519,Chiroptera,Phyllostomidae,Sturnina,lilium,Sturnina_lilium,30,30,,XY,,14,unfused,Blackmon,Varella-Garcia et al. 1989
520,Chiroptera,Phyllostomidae,Sturnira,erythromos,Sturnira_erythromos,30,30,,XY,,14,unfused,Animal Karyotype Book,Baker et al. 1979
521,Chiroptera,Phyllostomidae,Sturnira,mordax,Sturnira_mordax,30,30,,XY,,14,unfused,Animal Karyotype Book,Baker et al. 1979
524,Chiroptera,Phyllostomidae,Trachops,cirrhosus,Trachops_cirrhosus,30,30,,XY,,14,unfused,Animal Karyotype Book,Baker et al. 1979
533,Chiroptera,Phyllostomidae,Vampyrodes,caraccioli,Vampyrodes_caraccioli,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Pieczarka et al. 2013
534,Chiroptera,Phyllostomidae,Vampyrum,spectrum,Vampyrum_spectrum,30,30,,XY,,14,unfused,Animal Karyotype Book,Baker et al. 1979
563,Chiroptera,Rhinolophidae,Rhinolophus,sedulus,Rhinolophus_sedulus,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Volleth et al. 2014
571,Chiroptera,Vespertilionidae,Euderma,maculatum,Euderma_maculatum,30,30,,XY,,14,unfused,Animal Karyotype Book,Stock 1983
574,Chiroptera,Vespertilionidae,Idionycteris,phyllotis,Idionycteris_phyllotis,30,30,,XY,,14,unfused,Animal Karyotype Book,Stock 1983
598,Chiroptera,Vespertilionidae,Pipistrellus,coromandra,Pipistrellus_coromandra,30,30,,XY,,14,unfused,Animal Karyotype Book,Sreepada et al. 1996
599,Chiroptera,Vespertilionidae,Pipistrellus,crassulus,Pipistrellus_crassulus,30,30,,XY,,14,unfused,Animal Karyotype Book,Volleth et al. 2001
596,Chiroptera,Vespertilionidae,Pipistrellus,subflavus,Pipistrellus_subflavus,30,30,,XY,,14,unfused,Blackmon,
614,Chiroptera,Vespertilionidae,Scotorepens,balstoni,Scotorepens_balstoni,30,30,,XY,,14,unfused,Animal Karyotype Book,Volleth and Tidemann 1989
615,Chiroptera,Vespertilionidae,Scotozous,dormeri,Scotozous_dormeri,30,30,,XY,,14,unfused,Animal Karyotype Book,Volleth et al. 2001
619,Chiroptera,Vespertilionidae,Tylonycteris,sp.,Tylonycteris_sp.,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Ao et al.2006
723,Eulipotyphla,Soricidae,Sorex,tundrensis,Sorex_tundrensis,30,30,,XY,,14,unfused,Animal Karyotype Book,Aniskin and Volobouev 1980
782,Macroscelidea,Tenrecidae,Microgale,dobsoni,Microgale_dobsoni,30,30,,XY,,14,unfused,Animal Karyotype Book,Benirschke 1969
917,Primates,Daubentoniidae,Daubentonia,madagascariensis,Daubentonia_madagascariensis,30,30,,XY,,14,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
1038,Rodentia,Cricetidae,Calomyscus,sp. 2,Calomyscus_sp. 2,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Graphodatsky et al. (Unpublished)
1062,Rodentia,Cricetidae,Dicrostonyx,torquatus,Dicrostonyx_torquatus,30,30,,XY,,14,unfused,Animal Karyotype Book,Modi 1987
1073,Rodentia,Cricetidae,Ellobius,tancrei,Ellobius_tancrei,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Bakloushinskaya et al. 2013
1115,Rodentia,Cricetidae,Microtus,montebelli,Microtus_montebelli,30,30,,XY,,14,unfused,Blackmon,Sablina et al. (Unpublished)
1120,Rodentia,Cricetidae,Microtus,oeconomus,Microtus_oeconomus,30,30,,XY,,14,unfused,Blackmon,Modi 1987
1210,Rodentia,Cricetidae,Sigmodon,fulviventer,Sigmodon_fulviventer,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Swier et al. 2009
1208,Rodentia,Cricetidae,Sigmodon,minimus,Sigmodon_minimus,30,30,,XY,,14,unfused,Blackmon,
1261,Rodentia,Echimyidae,Proechimys,roberti,Proechimys_roberti,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Ribeiro et al. 2011
1253,Rodentia,Echimyidae,Proechimys,semispinosus,Proechimys_semispinosus,30,30,,XY,,14,unfused,Blackmon,
1255,Rodentia,Echimyidae,Proechimys,sp.1,Proechimys_sp.1,30,30,,XY,,14,unfused,Animal Karyotype Book,Aniskin 1994b
1412,Rodentia,Nesomyidae,Dendromus,lachaisei,Dendromus_lachaisei,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Denys and Aniskin 2012
1445,Rodentia,Sciuridae,Spermophilus,beldingi,Spermophilus_beldingi,30,30,,XY,,14,unfused,Blackmon,
1070,Rodentia,Cricetidae,Ellobius,tancrei,Ellobius_tancrei,NA,,,XX females and males/no SRY,complex XY,14,unfused,Atlas of Mammalian Chromosomes,
17,Afrosoricida,Chrysochloridae,Calcochloris,obtusirostris,Calcochloris_obtusirostris,28,28,,XY,,13,unfused,Animal Karyotype Book 2020,Gilbert et al 2008
473,Chiroptera,Phyllostomidae,Chrotopterus,auritus,Chrotopterus_auritus,28,28,,XY,,13,unfused,Animal Karyotype Book,Morielle-Versute et al. 1992
474,Chiroptera,Phyllostomidae,Desmodus,rotundus,Desmodus_rotundus,28,28,,XY,,13,unfused,Animal Karyotype Book,Varella-Garcia et al. 1989
475,Chiroptera,Phyllostomidae,Desmodus,rotundus murius,Desmodus_rotundus murius,28,28,,XY,,13,unfused,Blackmon,
484,Chiroptera,Phyllostomidae,Lionycteris,spurrelli,Lionycteris_spurrelli,28,28,,XY,,13,unfused,Animal Karyotype Book,Baker et al. 1979
491,Chiroptera,Phyllostomidae,Lonchophylla,concava,Lonchophylla_concava,28,28,,XY,,13,unfused,Animal Karyotype Book 2020,Sotero-Caio et al. 2013
489,Chiroptera,Phyllostomidae,Lonchophylla,robusta,Lonchophylla_robusta,28,28,,XY,,13,unfused,Animal Karyotype Book,Baker et al. 1979
498,Chiroptera,Phyllostomidae,Micronycteris,minuta,Micronycteris_minuta,28,28,,XY,,13,unfused,Animal Karyotype Book,Baker et al. 1979
499,Chiroptera,Phyllostomidae,Micronycteris,nicefori,Micronycteris_nicefori,28,28,,XY,,13,unfused,Animal Karyotype Book,Baker et al. 1979
518,Chiroptera,Phyllostomidae,Sphaeronycteris,toxophyllum,Sphaeronycteris_toxophyllum,28,28,,XY,,13,unfused,Animal Karyotype Book,Baker et al. 1979
575,Chiroptera,Vespertilionidae,Lasiurus,borealis,Lasiurus_borealis,28,28,,XY,,13,unfused,Animal Karyotype Book,Varella-Garcia et al. 1989
576,Chiroptera,Vespertilionidae,Lasiurus,seminolus,Lasiurus_seminolus,28,28,,XY,,13,unfused,Blackmon,
731,Eulipotyphla,Soricidae,Crocidura,leucodon sp. 1,Crocidura_leucodon sp. 1,28,28,,XY,,13,unfused,Animal Karyotype Book 2020,Graphodatsky et al. 1987
732,Eulipotyphla,Soricidae,Crocidura,leucodon sp. 2,Crocidura_leucodon sp. 2,28,28,,XY,,13,unfused,Animal Karyotype Book 2020,Vogel and Sofianidou 1996
1027,Rodentia,Cricetidae,Auliscomys,sublimis,Auliscomys_sublimis,28,28,,XY,,13,unfused,Animal Karyotype Book,Walker and Spotorno 1992
1197,Rodentia,Cricetidae,Phodopus,sungorus,Phodopus_sungorus,28,28,,XY,,13,unfused,Blackmon,Romanenko et al. 2007
1198,Rodentia,Cricetidae,Phodopus,sungorus campbelli,Phodopus_sungorus campbelli,28,28,,XY,,13,unfused,Animal Karyotype Book,Romanenko et al. 2007
1199,Rodentia,Cricetidae,Phodopus,sungorus sungorus,Phodopus_sungorus sungorus,28,28,,XY,,13,unfused,Animal Karyotype Book,Radjabli et al. (Unpublished)
1209,Rodentia,Cricetidae,Sigmodon,mascotensis,Sigmodon_mascotensis,28,28,,XY,,13,unfused,Animal Karyotype Book 2020,Swier et al. 2009
1213,Rodentia,Cricetidae,Tscherskia,triton,Tscherskia_triton,28,28,,XY,,13,unfused,Blackmon,Romanenko et al. 2007
1248,Rodentia,Echimyidae,Isothrix,sinnamariensis,Isothrix_sinnamariensis,28,28,,XY,,13,unfused,Animal Karyotype Book,Vie et al. 1996
1252,Rodentia,Echimyidae,Proechimys,brevicauda,Proechimys_brevicauda,28,28,,XY,,13,unfused,Animal Karyotype Book,Aniskin 1994b
16,Afrosoricida,Chrysochloridae,Eremitalpa,granti,Eremitalpa_granti,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Gilbert et al. 2006
238,Artiodactyla,Tayassuidae,Tayassu,albirostris,Tayassu_albirostris,26,26,,XY,,12,unfused,Blackmon,
239,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu_pecari,26,26,,XY,,12,unfused,Animal Karyotype Book,Benirschke and Kumamoto 1989
466,Chiroptera,Phyllostomidae,Chiroderma,doriae,Chiroderma_doriae,26,26,,XY,,12,unfused,Animal Karyotype Book,Varella-Garcia et al. 1989
467,Chiroptera,Phyllostomidae,Chiroderma,improvisum,Chiroderma_improvisum,26,26,,XY,,12,unfused,Animal Karyotype Book,Baker et al. 1979
468,Chiroptera,Phyllostomidae,Chiroderma,villosum,Chiroderma_villosum,26,26,,XY,,12,unfused,Blackmon,Varella-Garcia et al. 1989
501,Chiroptera,Phyllostomidae,Micronycteris,hirsuta,Micronycteris_hirsuta,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Ribas et al. 2013
532,Chiroptera,Phyllostomidae,Vampyressa,bidens,Vampyressa_bidens,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Gomes et al. 2016
529,Chiroptera,Phyllostomidae,Vampyressa,nymphaea,Vampyressa_nymphaea,26,26,,XY,,12,unfused,Animal Karyotype Book,Baker et al. 1979
577,Chiroptera,Vespertilionidae,Lasiurus,intermedius,Lasiurus_intermedius,26,26,,XY,,12,unfused,Blackmon,
712,Eulipotyphla,Soricidae,Crocidura,horsfieldii watasei,Crocidura_horsfieldii watasei,26,26,,XY,,12,unfused,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished)
730,Eulipotyphla,Soricidae,Crocidura,watasei,Crocidura_watasei,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Harada et al. 1985
783,Macroscelidea,Macroscelididae,Elephantus,rupestris,Elephantus_rupestris,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Robinson et al. 2004
780,Macroscelidea,Macroscelididae,Macroscelides,proboscideus,Macroscelides_proboscideus,26,26,,XY,,12,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
952,Primates,Lepilemuridae,Lepilemur,leucopus,Lepilemur_leucopus,26,26,,XY,,12,unfused,Animal Karyotype Book,Rumpler et al. 1985
1407,Rodentia,Muridae,Tokudaia,osimensis osimensis,Tokudaia_osimensis osimensis,25,25,,XO,XO females and males/no SRY,12,unfused,Blackmon,
1007,Rodentia,Cricetidae,Akodon,orophilus,Akodon_orophilus,26,26,,XY,,12,unfused,Blackmon,
1014,Rodentia,Cricetidae,Allocricetulus,eversmanni,Allocricetulus_eversmanni,26,26,,XY,,12,unfused,Animal Karyotype Book,Romanenko et al. 2013
1015,Rodentia,Cricetidae,Allocricetulus,pseudocurtatus,Allocricetulus_pseudocurtatus,26,26,,XY,,12,unfused,,Romanenko et al. 2013
1221,Rodentia,Ctenomyidae,Ctenomys,fulvus,Ctenomys_fulvus,26,26,,XY,,12,unfused,Animal Karyotype Book,Gallardo 1979
1223,Rodentia,Ctenomyidae,Ctenomys,maulinus brunneus,Ctenomys_maulinus brunneus,26,26,,XY,,12,unfused,Animal Karyotype Book,Gallardo 1979
1224,Rodentia,Ctenomyidae,Ctenomys,maulinus maulinus,Ctenomys_maulinus maulinus,26,26,,XY,,12,unfused,Animal Karyotype Book,Gallardo 1979
1225,Rodentia,Ctenomyidae,Ctenomys,opimus,Ctenomys_opimus,26,26,,XY,,12,unfused,Animal Karyotype Book,Gallardo 1979
1227,Rodentia,Ctenomyidae,Ctenomys,robustus,Ctenomys_robustus,26,26,,XY,,12,unfused,Animal Karyotype Book,Gallardo 1979
1243,Rodentia,Dipodidae,Sicista,severtzovi,Sicista_severtzovi,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Kovalskaya et al. 2011
1244,Rodentia,Dipodidae,Sicista,subtilis nordmanni,Sicista_subtilis nordmanni,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Kovalskaya et al. 2011
1312,Rodentia,Muridae,Archboldomys,luzonensis,Archboldomys_luzonensis,26,26,,XY,,12,unfused,Animal Karyotype Book,Rickart and Heany 2002
1366,Rodentia,Muridae,Mus,poschiavinus,Mus_poschiavinus,26,26,,XY,,12,unfused,Blackmon,
483,Chiroptera,Phyllostomidae,Lichonycteris,obscura,Lichonycteris_obscura,24,24,,XY,,11,unfused,Animal Karyotype Book,Baker et al. 1979
488,Chiroptera,Phyllostomidae,Lionycteris,obscura,Lionycteris_obscura,24,24,,XY,,11,unfused,Animal Karyotype Book 2020,Baker et al. 1979
528,Chiroptera,Phyllostomidae,Vampyressa,brocki,Vampyressa_brocki,24,24,,XY,,11,unfused,Animal Karyotype Book,Baker et al. 1979
691,Diprodontia,Tarsipedidae,Tarsipes,rostratus,Tarsipes_rostratus,24,24,,XY,,11,unfused,Animal Karyotype Book,Hayman 1990
682,Diprodontia,Petauridae,Petaurus,norfolcensis,Petaurus_norfolcensis,21,21,,XY,,11,unfused,Atlas of Mammalian Chromosomes,Rofe 1979
1408,Rodentia,Muridae,Tokudaia,osimensis spp,Tokudaia_osimensis spp,45,45,,XO,XO females and males/no SRY,11,unfused,Blackmon,
1009,Rodentia,Cricetidae,Akodon,montensis,Akodon_montensis,24,24,,XY,,11,unfused,Animal Karyotype Book 2020,Hass et al. 2008
1054,Rodentia,Cricetidae,Cricetulus,longicaudatus,Cricetulus_longicaudatus,24,24,,XY,,11,unfused,Animal Karyotype Book,Romanenko et al. 2007
1057,Rodentia,Cricetidae,Cricetulus,pseudogriseus,Cricetulus_pseudogriseus,24,24,,XY,,11,unfused,Animal Karyotype Book,Radjabli et al. (Unpublished)
1099,Rodentia,Cricetidae,Microtus,canicaudus,Microtus_canicaudus,24,24,,XY,,11,unfused,Blackmon,
1114,Rodentia,Cricetidae,Microtus,montanus,Microtus_montanus,24,24,,XY,,11,unfused,Blackmon,
1245,Rodentia,Dipodidae,Sicista,subtilis subtilis,Sicista_subtilis subtilis,24,24,,XY,,11,unfused,Animal Karyotype Book 2020,Kovalskaya et al. 2011
1257,Rodentia,Echimyidae,Proechimys,steerei,Proechimys_steerei,24,24,,XY,,11,unfused,Animal Karyotype Book,Aniskin 1994b
416,Chiroptera,Emballonuridae,Cormura,brevirostris,Cormura_brevirostris,22,22,,XY,,10,unfused,Animal Karyotype Book 2020,Araujo et al. 2016
462,Chiroptera,Phyllostomidae,Carollia,castanea,Carollia_castanea,22,22,,XY,,10,unfused,Animal Karyotype Book,Stock 1975
572,Chiroptera,Vespertilionidae,Glauconycteris,beatrix,Glauconycteris_beatrix,22,22,,XY,,10,unfused,Animal Karyotype Book 2020,Volleth and Heller 2007
646,Didelphimorphia,Didelphidae,Chironectes,panamensis,Chironectes_panamensis,22,22,,XY,,10,unfused,Blackmon,
647,Didelphimorphia,Didelphidae,Didelphis,marsupialis,Didelphis_marsupialis,22,22,,XY,,10,unfused,Blackmon,Aniskin et al. 1991
648,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis_virginiana,22,22,,XY,,10,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
649,Didelphimorphia,Didelphidae,Didelphys,albiventris,Didelphys_albiventris,22,22,,XY,,10,unfused,Blackmon,
650,Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,Lutreolina_crassicaudata,22,22,,XY,,10,unfused,Blackmon,
661,Didelphimorphia,Didelphidae,Philander,opossum,Philander_opossum,22,22,,XY,,10,unfused,Blackmon,Svartman 1998
675,Diprodontia,Macropodidae,Petrogale,lateralis lateralis,Petrogale_lateralis lateralis,22,22,,XY,,10,unfused,Animal Karyotype Book,Eldridge et al. 1992a
676,Diprodontia,Macropodidae,Petrogale,penicillata,Petrogale_penicillata,22,22,,XY,,10,unfused,Animal Karyotype Book,Rofe 1979
677,Diprodontia,Macropodidae,Petrogale,xanthopus celeris,Petrogale_xanthopus celeris,22,22,,XY,,10,unfused,Animal Karyotype Book,Eldridge et al. 1992a
678,Diprodontia,Macropodidae,Petrogale,xanthopus xanthopus,Petrogale_xanthopus xanthopus,22,22,,XY,,10,unfused,Animal Karyotype Book,Eldridge et al. 1992a
679,Diprodontia,Macropodidae,Thylogale,billardierii,Thylogale_billardierii,22,22,,XY,,10,unfused,Animal Karyotype Book,Rofe 1979
680,Diprodontia,Macropodidae,Thylogale,thetis,Thylogale_thetis,22,22,,XY,,10,unfused,Animal Karyotype Book,Eldridge et al. 1992a
713,Eulipotyphla,Soricidae,Crocidura,pergrisea,Crocidura_pergrisea,22,22,,XY,,10,unfused,Animal Karyotype Book,Graphodatsky et al. 1987
971,Primates,Pitheciidae,Callicebus,torquatus,Callicebus_torquatus,22,22,,XY,,10,unfused,Animal Karyotype Book 2020,Barros et al. 2000
1025,Rodentia,Cricetidae,Auliscomys,boliviensis,Auliscomys_boliviensis,22,22,,XY,,10,unfused,Animal Karyotype Book,Walker and Spotorno 1992
1052,Rodentia,Cricetidae,Cricetulus,cricetus,Cricetulus_cricetus,22,22,,XY,,10,unfused,Blackmon,
1053,Rodentia,Cricetidae,Cricetulus,griseus,Cricetulus_griseus,22,22,,XY,,10,unfused,Blackmon,Romanenko et al. 2006
1055,Rodentia,Cricetidae,Cricetulus,migratorius,Cricetulus_migratorius,22,22,,XY,,10,unfused,Animal Karyotype Book,Radjabli et al. (Unpublished)
1059,Rodentia,Cricetidae,Cricetus,cricetus,Cricetus_cricetus,22,22,,XY,,10,unfused,Animal Karyotype Book,Romanenko et al. 2007
1206,Rodentia,Cricetidae,Sigmodon,arizonae,Sigmodon_arizonae,22,22,,XY,,10,unfused,Blackmon,Swier et al. 2009
237,Artiodactyla,Tayassuidae,Catagonus,wagneri,Catagonus_wagneri,20,20,,XY,,9,unfused,Animal Karyotype Book,Benirschke and Kumamoto 1989
463,Chiroptera,Phyllostomidae,Carollia,castanea,Carollia_castanea,20,20,,XY,,9,unfused,Blackmon,
471,Chiroptera,Phyllostomidae,Choeroniscus,itermedius,Choeroniscus_itermedius,20,20,,XY,,9,unfused,Animal Karyotype Book,Stock 1975
470,Chiroptera,Phyllostomidae,Choeroniscus,minor,Choeroniscus_minor,20,20,,XY,,9,unfused,Animal Karyotype Book 2020,Das Neves et al. 2001
672,Diprodontia,Macropodidae,Macropus,rufus,Macropus_rufus,20,20,,XY,,9,unfused,Blackmon,Rofe 1979
673,Diprodontia,Macropodidae,Petrogale,brachyotis,Petrogale_brachyotis,20,20,,XY,,9,unfused,Animal Karyotype Book,Eldridge et al. 1992a
683,Diprodontia,Phalangeridae,Trichosurus,vulpecula,Trichosurus_vulpecula,20,20,,XY,,9,unfused,Animal Karyotype Book,Rofe 1979
686,Diprodontia,Pseudocheiridae,Hemibelideus,lemuroides,Hemibelideus_lemuroides,20,20,,XY,,9,unfused,Animal Karyotype Book,McQuade 1984
688,Diprodontia,Pseudocheiridae,Pseudocheirus,peregrinus cookii,Pseudocheirus_peregrinus cookii,20,20,,XY,,9,unfused,Animal Karyotype Book,Murray et al. 1980
689,Diprodontia,Pseudocheiridae,Pseudocheirus,peregrinus puicher,Pseudocheirus_peregrinus puicher,20,20,,XY,,9,unfused,Animal Karyotype Book,Murray et al. 1980
690,Diprodontia,Pseudocheiridae,Pseudocheirus,peregrinus rubidus,Pseudocheirus_peregrinus rubidus,20,20,,XY,,9,unfused,Animal Karyotype Book,Murray et al. 1980
695,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Trichosurus_vulpecula,20,20,,XY,,9,unfused,Blackmon,
788,Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,Notoryctes_typhlops,20,20,,XY,,9,unfused,Animal Karyotype Book,Calaby et al. 1974
953,Primates,Lepilemuridae,Lepilemur,ruficaudatus,Lepilemur_ruficaudatus,20,20,,XY,,9,unfused,Animal Karyotype Book,Rumpler et al. 1985
1094,Rodentia,Cricetidae,Microtus,oregoni,Microtus_oregoni,17,18,,XO females and XY males,complex XY,9,unfused,Blackmon,Modi 1987
1013,Rodentia,Cricetidae,Allocricetulus,curtatus,Allocricetulus_curtatus,20,20,,XY,,9,unfused,Animal Karyotype Book,Romanenko et al. 2013
1051,Rodentia,Cricetidae,Cricetulus,barabensis,Cricetulus_barabensis,20,20,,XY,,9,unfused,Blackmon,Radjabli et al. (Unpublished)
1056,Rodentia,Cricetidae,Cricetulus,obscurus,Cricetulus_obscurus,20,20,,XY,,9,unfused,Animal Karyotype Book,Radjabli et al. (Unpublished)
1058,Rodentia,Cricetidae,Cricetulus,sokolovi,Cricetulus_sokolovi,20,20,,XY,,9,unfused,Animal Karyotype Book 2020,Poplavskaya et al. 2017
1405,Rodentia,Muridae,Taterillus,sp. 3,Taterillus_sp. 3,20,20,,XY,,9,unfused,Animal Karyotype Book 2020,Volobouev and Aniskin (Unpublished)
1472,Tubulidentata,Oryceteropodidae,Orycteropus,afer,Orycteropus_afer,20,20,,XY,,9,unfused,Blackmon,Yang et al. 2003a
530,Chiroptera,Phyllostomidae,Vampyressa,pusilla,Vampyressa_pusilla,18,18,,XY,,8,unfused,Animal Karyotype Book,Baker et al. 1979
659,Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,Monodelphis_brevicaudata,18,18,,XY,,8,unfused,Blackmon,
